Date,High,Low,Open,Close,Volume,Adj Close
1962-01-02,71.95999908447266,70.70999908447266,71.55000305175781,70.95999908447266,3120000,70.95999908447266
1962-01-03,71.4800033569336,70.37999725341797,70.95999908447266,71.12999725341797,3590000,71.12999725341797
1962-01-04,71.62000274658203,70.44999694824219,71.12999725341797,70.63999938964844,4450000,70.63999938964844
1962-01-05,70.83999633789062,69.3499984741211,70.63999938964844,69.66000366210938,4630000,69.66000366210938
1962-01-08,69.83999633789062,68.16999816894531,69.66000366210938,69.12000274658203,4620000,69.12000274658203
1962-01-09,69.93000030517578,68.83000183105469,69.12000274658203,69.1500015258789,3600000,69.1500015258789
1962-01-10,69.58000183105469,68.62000274658203,69.1500015258789,68.95999908447266,3300000,68.95999908447266
1962-01-11,69.54000091552734,68.56999969482422,68.95999908447266,69.37000274658203,3390000,69.37000274658203
1962-01-12,70.16999816894531,69.2300033569336,69.37000274658203,69.61000061035156,3730000,69.61000061035156
1962-01-15,69.95999908447266,69.05999755859375,69.61000061035156,69.47000122070312,3450000,69.47000122070312
1962-01-16,69.61000061035156,68.68000030517578,69.47000122070312,69.06999969482422,3650000,69.06999969482422
1962-01-17,69.30999755859375,68.12999725341797,69.06999969482422,68.31999969482422,3780000,68.31999969482422
1962-01-18,68.7300033569336,67.75,68.31999969482422,68.38999938964844,3460000,68.38999938964844
1962-01-19,70.08000183105469,68.13999938964844,68.38999938964844,68.75,3800000,68.75
1962-01-22,69.37000274658203,68.44999694824219,68.75,68.80999755859375,3810000,68.80999755859375
1962-01-23,68.95999908447266,68.0,68.80999755859375,68.29000091552734,3350000,68.29000091552734
1962-01-24,68.68000030517578,67.55000305175781,68.29000091552734,68.4000015258789,3760000,68.4000015258789
1962-01-25,69.05000305175781,68.0999984741211,68.4000015258789,68.3499984741211,3560000,68.3499984741211
1962-01-26,68.66999816894531,67.83000183105469,68.3499984741211,68.12999725341797,3330000,68.12999725341797
1962-01-29,68.5,67.55000305175781,68.12999725341797,67.9000015258789,3050000,67.9000015258789
1962-01-30,68.6500015258789,67.62000274658203,67.9000015258789,68.16999816894531,3520000,68.16999816894531
1962-01-31,69.08999633789062,68.12000274658203,68.16999816894531,68.83999633789062,3840000,68.83999633789062
1962-02-01,69.6500015258789,68.55999755859375,68.83999633789062,69.26000213623047,4260000,69.26000213623047
1962-02-02,70.0199966430664,69.0199966430664,69.26000213623047,69.80999755859375,3950000,69.80999755859375
1962-02-05,70.30000305175781,69.41999816894531,69.80999755859375,69.87999725341797,3890000,69.87999725341797
1962-02-06,70.31999969482422,69.41000366210938,69.87999725341797,69.95999908447266,3650000,69.95999908447266
1962-02-07,70.66999816894531,69.77999877929688,69.95999908447266,70.41999816894531,4140000,70.41999816894531
1962-02-08,70.94999694824219,70.16000366210938,70.41999816894531,70.58000183105469,3810000,70.58000183105469
1962-02-09,70.83000183105469,69.93000030517578,70.58000183105469,70.4800033569336,3370000,70.4800033569336
1962-02-12,70.80999755859375,70.13999938964844,70.4800033569336,70.45999908447266,2620000,70.45999908447266
1962-02-13,70.88999938964844,70.06999969482422,70.45999908447266,70.44999694824219,3400000,70.44999694824219
1962-02-14,70.79000091552734,70.02999877929688,70.44999694824219,70.41999816894531,3630000,70.41999816894531
1962-02-15,71.05999755859375,70.2300033569336,70.41999816894531,70.73999786376953,3470000,70.73999786376953
1962-02-16,71.12999725341797,70.2699966430664,70.73999786376953,70.58999633789062,3700000,70.58999633789062
1962-02-19,70.95999908447266,70.12000274658203,70.58999633789062,70.41000366210938,3350000,70.41000366210938
1962-02-20,70.91000366210938,70.12999725341797,70.41000366210938,70.66000366210938,3300000,70.66000366210938
1962-02-21,70.97000122070312,70.12000274658203,70.66000366210938,70.31999969482422,3310000,70.31999969482422
1962-02-23,70.56999969482422,69.7300033569336,70.31999969482422,70.16000366210938,3230000,70.16000366210938
1962-02-26,70.33000183105469,69.44000244140625,70.16000366210938,69.76000213623047,2910000,69.76000213623047
1962-02-27,70.31999969482422,69.4800033569336,69.76000213623047,69.88999938964844,3110000,69.88999938964844
1962-02-28,70.41999816894531,69.56999969482422,69.88999938964844,69.95999908447266,3030000,69.95999908447266
1962-03-01,70.5999984741211,69.76000213623047,69.95999908447266,70.19999694824219,2960000,70.19999694824219
1962-03-02,70.16000366210938,69.75,70.16000366210938,70.16000366210938,2980000,70.16000366210938
1962-03-05,70.4800033569336,69.6500015258789,70.16000366210938,70.01000213623047,3020000,70.01000213623047
1962-03-06,70.23999786376953,69.45999908447266,70.01000213623047,69.77999877929688,2870000,69.77999877929688
1962-03-07,70.06999969482422,69.37000274658203,69.77999877929688,69.69000244140625,2890000,69.69000244140625
1962-03-08,70.37000274658203,69.4000015258789,69.69000244140625,70.19000244140625,3210000,70.19000244140625
